1,1,54.92,221.28,57.46,112.17,0.95,1,-1,-1
1,2,197.97,238.81,13.73,38.98,0.88,1,-1,-1
1,3,331.53,240.51,16.95,38.47,0.88,1,-1,-1
1,4,281.53,245.79,10.68,28.43,0.85,1,-1,-1
1,5,289.83,241.70,12.20,35.57,0.85,1,-1,-1
1,6,467.46,238.47,5.42,11.74,0.83,1,-1,-1
1,7,170.25,247.83,7.88,23.32,0.81,1,-1,-1
1,8,500.34,246.64,13.90,28.94,0.79,1,-1,-1
1,9,481.02,239.66,5.08,9.53,0.78,1,-1,-1
1,10,188.31,245.62,4.92,16.51,0.71,1,-1,-1
2,1,51.70,223.66,58.90,114.38,0.94,1,-1,-1
2,2,197.46,239.15,14.39,38.30,0.89,1,-1,-1
2,3,331.70,241.19,18.79,38.13,0.91,1,-1,-1
2,4,282.87,245.11,10.36,29.45,0.83,1,-1,-1
2,5,291.01,242.38,11.87,35.06,0.83,1,-1,-1
2,6,466.77,238.30,5.10,11.91,0.83,1,-1,-1
2,7,169.42,248.00,8.53,23.49,0.80,1,-1,-1
2,8,501.08,247.49,16.83,27.92,0.82,1,-1,-1
2,9,482.05,239.49,5.74,9.53,0.82,1,-1,-1
2,10,187.16,245.62,5.85,16.51,0.73,1,-1,-1
2,11,304.07,245.45,5.59,17.70,0.75,1,-1,-1
2,12,235.59,245.79,7.80,21.96,0.73,1,-1,-1
3,1,46.76,222.98,53.69,115.23,0.94,1,-1,-1
3,2,196.96,239.49,14.90,38.13,0.88,1,-1,-1
3,3,333.89,241.19,18.66,38.30,0.85,1,-1,-1
3,4,285.97,244.43,8.90,30.13,0.73,1,-1,-1
3,5,291.07,242.38,12.94,34.72,0.79,1,-1,-1
3,6,465.76,238.30,5.08,11.74,0.83,1,-1,-1
3,7,168.32,247.66,9.13,24.00,0.84,1,-1,-1
3,8,504.77,247.15,16.57,27.06,0.71,1,-1,-1
3,9,483.00,239.49,5.52,10.21,0.73,1,-1,-1
3,10,185.83,245.96,6.98,16.17,0.76,1,-1,-1
3,11,303.40,245.79,5.90,17.53,0.73,1,-1,-1
3,12,235.59,245.45,7.81,22.81,0.78,1,-1,-1
3,13,241.19,248.85,7.80,22.64,0.72,1,-1,-1
4,1,41.00,219.57,43.69,118.81,0.95,1,-1,-1
4,2,196.62,238.98,15.58,38.64,0.89,1,-1,-1
4,3,335.75,240.68,18.16,38.98,0.89,1,-1,-1
4,4,286.91,244.08,8.56,30.98,0.74,1,-1,-1
4,5,293.10,241.36,11.94,36.25,0.72,1,-1,-1
4,6,464.75,237.96,5.42,12.26,0.83,1,-1,-1
4,7,167.79,247.49,9.00,24.17,0.83,1,-1,-1
4,9,483.71,239.32,5.46,10.55,0.70,1,-1,-1
4,10,184.99,245.96,6.47,13.62,0.65,1,-1,-1
4,11,303.44,246.47,5.84,16.85,0.45,1,-1,-1
4,12,235.42,245.62,7.80,22.81,0.78,1,-1,-1
4,13,241.91,248.68,8.72,23.15,0.66,1,-1,-1
4,14,281.02,246.30,6.44,16.68,0.75,1,-1,-1
4,15,267.80,238.47,6.27,12.77,0.75,1,-1,-1
4,16,512.20,246.30,8.81,17.70,0.71,1,-1,-1
5,1,23.25,218.04,48.81,123.40,0.95,1,-1,-1
5,2,196.08,237.62,14.97,40.17,0.86,1,-1,-1
5,3,338.80,239.83,17.15,39.83,0.89,1,-1,-1
5,4,288.61,244.93,10.07,30.47,0.71,1,-1,-1
5,5,293.94,241.53,13.48,36.09,0.84,1,-1,-1
5,6,463.40,237.96,5.75,12.60,0.83,1,-1,-1
5,7,167.43,247.49,8.02,23.83,0.83,1,-1,-1
5,8,515.29,246.30,10.09,27.91,0.71,1,-1,-1
5,9,485.43,239.66,5.07,9.36,0.78,1,-1,-1
5,10,183.54,245.62,6.31,14.13,0.77,1,-1,-1
5,12,234.60,246.30,7.93,22.13,0.77,1,-1,-1
5,13,242.00,248.51,8.53,23.66,0.71,1,-1,-1
5,14,279.63,246.64,5.66,16.17,0.68,1,-1,-1
5,15,268.64,239.15,5.78,12.09,0.73,1,-1,-1
6,1,7.38,222.30,59.96,124.09,0.95,1,-1,-1
6,2,195.75,237.62,13.92,39.83,0.89,1,-1,-1
6,3,341.52,240.51,16.45,39.15,0.89,1,-1,-1
6,4,289.22,245.62,11.05,29.45,0.76,1,-1,-1
6,5,296.62,241.70,13.72,35.74,0.88,1,-1,-1
6,6,461.71,238.30,6.06,12.43,0.79,1,-1,-1
6,7,166.20,247.66,8.70,24.00,0.85,1,-1,-1
6,8,517.12,246.81,11.53,26.56,0.70,1,-1,-1
6,9,486.82,239.66,6.02,9.53,0.78,1,-1,-1
6,10,182.34,245.62,6.01,14.64,0.73,1,-1,-1
6,12,234.07,245.96,8.30,22.98,0.77,1,-1,-1
6,13,242.71,249.53,8.14,22.64,0.58,1,-1,-1
6,14,278.24,246.30,4.88,16.34,0.71,1,-1,-1
6,15,269.50,239.32,5.75,11.74,0.75,1,-1,-1
6,17,331.53,246.30,5.93,16.68,0.78,1,-1,-1
6,18,284.07,247.15,5.25,15.83,0.74,1,-1,-1
6,19,227.12,245.28,6.10,25.87,0.74,1,-1,-1
6,20,337.97,246.47,5.25,16.68,0.70,1,-1,-1
7,1,0.18,223.83,55.63,125.45,0.96,1,-1,-1
7,2,195.08,238.30,13.40,39.49,0.88,1,-1,-1
7,3,343.74,240.34,17.61,39.83,0.92,1,-1,-1
7,4,292.49,244.43,10.43,29.96,0.76,1,-1,-1
7,5,298.13,241.87,13.57,35.74,0.85,1,-1,-1
7,6,460.66,237.96,5.46,12.43,0.83,1,-1,-1
7,7,164.93,247.66,9.12,24.00,0.83,1,-1,-1
7,8,519.10,246.66,12.54,25.81,0.25,1,-1,-1
7,9,488.42,239.49,5.53,10.72,0.80,1,-1,-1
7,10,180.20,245.79,6.88,14.30,0.82,1,-1,-1
7,12,233.39,245.62,8.47,23.32,0.83,1,-1,-1
7,13,242.71,248.34,8.65,24.17,0.73,1,-1,-1
7,14,277.13,246.30,5.06,16.34,0.73,1,-1,-1
7,15,271.21,239.83,5.54,10.72,0.71,1,-1,-1
7,16,523.40,246.47,9.46,18.38,0.61,1,-1,-1
7,17,330.02,245.96,6.74,17.02,0.78,1,-1,-1
7,18,282.40,247.32,6.04,15.66,0.75,1,-1,-1
7,19,226.61,245.45,6.27,26.21,0.77,1,-1,-1
7,20,337.47,246.47,5.73,16.68,0.77,1,-1,-1
7,21,443.39,237.96,4.75,12.60,0.84,1,-1,-1
8,1,-0.12,219.40,39.42,129.87,0.95,1,-1,-1
8,2,194.23,237.79,12.90,40.00,0.87,1,-1,-1
8,3,346.78,239.66,17.64,40.85,0.91,1,-1,-1
8,4,295.97,244.60,8.57,31.49,0.76,1,-1,-1
8,5,299.65,240.85,13.58,37.11,0.86,1,-1,-1
8,6,459.66,237.62,5.43,12.60,0.85,1,-1,-1
8,7,164.05,247.32,8.84,24.34,0.82,1,-1,-1
8,9,489.87,239.66,5.69,9.87,0.76,1,-1,-1
8,10,179.15,245.79,6.96,14.64,0.79,1,-1,-1
8,12,233.21,245.79,8.15,22.81,0.75,1,-1,-1
8,13,242.99,247.15,10.13,25.19,0.69,1,-1,-1
8,14,275.77,246.47,5.24,16.51,0.76,1,-1,-1
8,15,272.39,239.66,5.56,9.87,0.81,1,-1,-1
8,16,526.52,245.96,9.67,16.34,0.72,1,-1,-1
8,17,329.01,246.47,7.06,16.68,0.75,1,-1,-1
8,18,281.57,247.49,6.36,15.32,0.69,1,-1,-1
8,19,226.63,245.11,6.73,26.21,0.77,1,-1,-1
8,20,336.65,246.47,6.36,16.68,0.75,1,-1,-1
8,21,443.74,237.79,5.75,13.28,0.86,1,-1,-1
8,22,400.68,263.66,4.07,4.94,0.76,1,-1,-1
9,1,-0.09,218.21,31.67,131.06,0.92,1,-1,-1
9,2,193.39,236.60,13.55,41.19,0.89,1,-1,-1
9,3,346.63,238.98,19.45,41.36,0.89,1,-1,-1
9,4,297.66,244.09,8.92,31.15,0.74,1,-1,-1
9,5,302.00,240.51,12.45,37.11,0.83,1,-1,-1
9,6,458.98,237.62,5.10,12.43,0.84,1,-1,-1
9,7,163.89,247.49,8.58,24.51,0.84,1,-1,-1
9,9,490.51,239.66,5.42,9.36,0.78,1,-1,-1
9,10,178.10,245.79,6.18,14.64,0.78,1,-1,-1
9,12,233.17,246.13,7.22,22.81,0.77,1,-1,-1
9,13,243.30,248.00,8.66,24.51,0.72,1,-1,-1
9,14,274.32,245.56,5.22,17.32,0.27,1,-1,-1
9,15,272.92,239.66,5.69,9.19,0.75,1,-1,-1
9,16,529.15,245.71,9.40,15.88,0.20,1,-1,-1
9,17,328.52,246.47,7.54,16.51,0.73,1,-1,-1
9,18,279.87,247.49,6.71,15.49,0.64,1,-1,-1
9,19,227.12,245.28,6.77,25.87,0.78,1,-1,-1
9,20,336.29,246.30,6.57,16.68,0.70,1,-1,-1
9,21,444.76,237.79,6.08,13.28,0.83,1,-1,-1
9,22,402.05,263.66,4.38,4.94,0.70,1,-1,-1
9,23,207.12,245.62,5.93,24.00,0.74,1,-1,-1
10,1,0.07,220.59,31.57,128.68,0.86,1,-1,-1
10,2,192.38,236.09,14.72,41.87,0.89,1,-1,-1
10,3,350.14,239.49,17.35,41.02,0.88,1,-1,-1
10,4,298.56,244.76,9.65,30.47,0.69,1,-1,-1
10,5,301.52,241.02,14.08,36.77,0.70,1,-1,-1
10,6,457.96,237.96,5.09,12.60,0.83,1,-1,-1
10,7,163.56,247.49,8.72,24.34,0.85,1,-1,-1
10,9,491.83,240.51,4.13,8.68,0.81,1,-1,-1
10,10,177.12,245.79,6.43,14.81,0.81,1,-1,-1
10,12,233.05,246.30,7.13,22.81,0.77,1,-1,-1
10,13,243.32,246.64,8.44,26.04,0.70,1,-1,-1
10,14,274.03,247.65,4.48,15.50,0.48,1,-1,-1
10,15,273.52,239.66,5.85,10.55,0.74,1,-1,-1
10,16,532.79,246.30,7.64,9.72,0.56,1,-1,-1
10,17,327.67,246.47,8.22,16.51,0.74,1,-1,-1
10,18,278.06,247.15,5.08,15.83,0.61,1,-1,-1
10,19,227.13,245.62,6.92,25.53,0.75,1,-1,-1
10,20,335.62,246.47,6.72,16.51,0.64,1,-1,-1
10,21,445.12,238.30,7.04,13.11,0.81,1,-1,-1
10,22,402.38,263.49,4.73,5.11,0.78,1,-1,-1
