1,1,223.22,238.81,34.07,85.62,0.93,1,-1,-1
1,2,541.69,229.28,10.85,28.77,0.87,1,-1,-1
1,3,0.61,242.72,18.69,33.36,0.84,1,-1,-1
2,1,210.69,240.85,45.57,85.96,0.96,1,-1,-1
2,2,541.69,229.45,11.19,29.96,0.88,1,-1,-1
3,1,206.91,238.64,26.86,88.51,0.90,1,-1,-1
3,2,541.37,232.51,11.16,27.40,0.88,1,-1,-1
4,1,179.70,241.70,43.83,89.36,0.96,1,-1,-1
4,2,540.34,233.70,11.18,27.23,0.86,1,-1,-1
5,1,172.01,240.68,38.02,91.23,0.94,1,-1,-1
5,2,540.33,233.36,11.21,28.94,0.87,1,-1,-1
6,1,156.26,239.66,34.95,92.60,0.94,1,-1,-1
6,2,540.69,234.21,11.51,28.77,0.86,1,-1,-1
7,1,138.85,242.55,48.07,92.77,0.95,1,-1,-1
7,2,541.01,233.70,11.87,30.30,0.88,1,-1,-1
8,1,130.60,239.83,25.42,96.17,0.90,1,-1,-1
8,2,541.70,234.38,11.86,29.96,0.88,1,-1,-1
9,1,103.96,242.04,48.52,96.68,0.95,1,-1,-1
9,2,543.04,233.36,11.54,31.32,0.90,1,-1,-1
10,1,94.55,242.04,42.00,98.55,0.94,1,-1,-1
10,2,544.42,234.04,12.52,31.15,0.89,1,-1,-1
11,1,77.86,240.68,37.67,100.26,0.94,1,-1,-1
11,2,547.11,233.53,12.22,32.51,0.89,1,-1,-1
12,1,60.07,244.60,51.42,98.72,0.96,1,-1,-1
12,2,549.84,234.04,12.53,32.17,0.89,1,-1,-1
13,1,50.41,241.36,28.72,102.64,0.89,1,-1,-1
13,2,553.87,233.02,11.91,34.89,0.89,1,-1,-1
14,1,22.77,244.60,51.02,102.47,0.95,1,-1,-1
14,2,556.29,233.36,14.88,33.87,0.93,1,-1,-1
15,1,12.62,243.57,43.43,105.36,0.94,1,-1,-1
15,2,559.66,233.53,15.26,35.06,0.89,1,-1,-1
16,1,-0.15,242.89,35.82,106.04,0.92,1,-1,-1
16,2,566.41,233.70,13.27,35.91,0.90,1,-1,-1
17,2,571.20,234.38,14.22,36.77,0.88,1,-1,-1
17,4,0.02,241.36,28.33,108.60,0.84,1,-1,-1
17,5,514.58,220.60,4.75,9.53,0.72,1,-1,-1
18,2,575.92,234.04,13.91,37.28,0.88,1,-1,-1
18,5,514.93,220.60,4.72,9.02,0.71,1,-1,-1
19,2,578.35,235.06,18.22,36.26,0.91,1,-1,-1
19,5,515.66,220.77,4.96,8.34,0.66,1,-1,-1
20,2,586.72,234.72,14.02,37.28,0.89,1,-1,-1
20,5,516.28,220.60,4.73,7.83,0.61,1,-1,-1
21,2,591.88,234.89,15.23,36.94,0.90,1,-1,-1
21,5,516.55,220.60,4.88,9.02,0.64,1,-1,-1
22,2,600.64,235.40,12.95,37.96,0.89,1,-1,-1
22,5,517.30,220.43,5.07,9.19,0.70,1,-1,-1
23,2,604.45,235.23,17.88,38.13,0.91,1,-1,-1
23,5,517.93,220.43,4.49,9.36,0.75,1,-1,-1
24,2,608.80,235.91,16.98,38.30,0.89,1,-1,-1
24,5,518.01,220.60,4.99,9.19,0.72,1,-1,-1
25,2,619.60,235.91,13.67,38.47,0.88,1,-1,-1
25,5,518.32,220.43,5.07,9.19,0.63,1,-1,-1
26,2,626.42,237.28,12.25,38.13,0.87,1,-1,-1
26,5,518.37,220.60,5.63,9.02,0.66,1,-1,-1
27,2,630.77,236.26,9.65,40.00,0.65,1,-1,-1
27,5,518.95,220.43,5.48,9.19,0.65,1,-1,-1
28,5,518.92,220.09,5.21,9.36,0.58,1,-1,-1
29,5,519.32,220.08,5.09,9.19,0.59,1,-1,-1
30,5,519.32,220.08,5.09,9.19,0.59,1,-1,-1
31,5,519.36,220.08,5.36,9.19,0.63,1,-1,-1
32,5,519.70,220.09,5.69,9.19,0.65,1,-1,-1
33,5,519.67,220.09,5.75,9.19,0.65,1,-1,-1
34,5,519.97,220.09,5.49,9.19,0.64,1,-1,-1
