1,1,208.81,217.70,44.41,122.38,0.95,1,-1,-1
1,2,93.56,216.17,31.86,99.40,0.93,1,-1,-1
1,3,181.02,225.70,23.90,71.83,0.92,1,-1,-1
1,4,75.85,220.94,20.25,62.81,0.89,1,-1,-1
1,5,441.02,236.77,12.88,31.83,0.87,1,-1,-1
1,6,410.85,231.49,16.95,38.81,0.87,1,-1,-1
1,7,489.83,238.13,12.88,33.87,0.87,1,-1,-1
1,8,66.27,220.09,11.40,34.38,0.82,1,-1,-1
1,9,52.75,221.62,9.07,30.98,0.70,1,-1,-1
2,1,206.95,219.23,42.71,119.83,0.94,1,-1,-1
2,2,96.61,213.11,31.28,102.47,0.94,1,-1,-1
2,3,184.57,223.49,24.07,74.04,0.90,1,-1,-1
2,4,75.73,220.09,21.72,64.17,0.89,1,-1,-1
2,5,443.39,236.26,13.55,32.51,0.88,1,-1,-1
2,6,414.91,230.98,16.29,39.49,0.88,1,-1,-1
2,7,491.54,238.81,14.21,33.53,0.86,1,-1,-1
2,8,67.12,220.94,11.19,33.87,0.80,1,-1,-1
2,9,52.98,221.79,9.46,31.32,0.70,1,-1,-1
3,1,202.54,217.02,42.20,117.62,0.94,1,-1,-1
3,2,97.97,211.40,33.55,104.51,0.94,1,-1,-1
3,3,188.44,223.32,22.28,77.11,0.89,1,-1,-1
3,4,76.01,218.72,21.45,65.36,0.90,1,-1,-1
3,5,445.76,236.77,13.23,32.34,0.89,1,-1,-1
3,6,417.62,232.00,15.61,38.64,0.87,1,-1,-1
3,7,494.28,239.15,16.52,33.87,0.86,1,-1,-1
3,8,69.10,221.28,9.98,32.51,0.74,1,-1,-1
3,9,53.21,221.11,10.07,31.15,0.78,1,-1,-1
4,1,198.79,216.17,39.03,117.28,0.92,1,-1,-1
4,2,100.43,212.60,35.49,106.21,0.92,1,-1,-1
4,3,189.20,225.36,22.27,71.83,0.83,1,-1,-1
4,4,76.23,218.89,21.65,65.87,0.90,1,-1,-1
4,5,446.80,237.28,15.21,31.66,0.90,1,-1,-1
4,6,419.34,232.34,17.26,38.98,0.91,1,-1,-1
4,7,498.59,238.64,13.33,34.72,0.88,1,-1,-1
4,8,70.06,220.60,10.22,31.15,0.70,1,-1,-1
4,9,53.48,221.28,10.72,30.47,0.78,1,-1,-1
5,1,191.88,216.51,42.35,116.26,0.95,1,-1,-1
5,2,104.90,214.30,34.69,107.74,0.90,1,-1,-1
5,4,76.25,220.08,22.37,64.51,0.86,1,-1,-1
5,5,447.80,237.62,15.92,31.83,0.91,1,-1,-1
5,6,421.69,232.00,17.63,40.00,0.89,1,-1,-1
5,7,501.38,238.47,13.85,32.00,0.88,1,-1,-1
