1,1,238.60,211.47,55.75,172.65,0.95,1,-1,-1
1,2,329.20,230.41,12.47,32.53,0.88,1,-1,-1
1,3,105.67,224.46,17.15,34.66,0.87,1,-1,-1
1,4,18.86,220.28,15.99,46.68,0.87,1,-1,-1
1,5,278.22,224.21,9.58,12.81,0.72,1,-1,-1
2,1,235.95,210.93,54.38,169.76,0.95,1,-1,-1
2,2,330.06,230.60,12.25,32.22,0.87,1,-1,-1
2,3,105.62,224.56,17.04,35.55,0.87,1,-1,-1
2,4,19.43,220.13,15.45,46.52,0.85,1,-1,-1
2,5,275.76,224.03,13.53,26.78,0.70,1,-1,-1
2,6,33.04,220.52,14.22,44.46,0.75,1,-1,-1
3,1,232.21,212.38,54.02,166.47,0.95,1,-1,-1
3,2,330.68,230.68,13.11,32.01,0.87,1,-1,-1
3,3,105.57,224.49,17.08,35.75,0.88,1,-1,-1
3,4,19.64,219.74,15.62,46.80,0.83,1,-1,-1
3,5,277.22,224.34,12.92,31.77,0.85,1,-1,-1
3,6,32.69,220.60,14.64,44.62,0.78,1,-1,-1
3,7,84.40,227.69,7.64,17.53,0.77,1,-1,-1
4,1,227.39,213.91,52.97,170.06,0.94,1,-1,-1
4,2,331.33,231.14,13.36,32.13,0.88,1,-1,-1
4,3,105.62,224.48,17.05,36.38,0.89,1,-1,-1
4,4,19.85,219.41,16.02,48.96,0.86,1,-1,-1
4,5,277.47,224.38,12.21,31.99,0.88,1,-1,-1
4,6,32.85,220.68,14.74,44.91,0.81,1,-1,-1
4,7,85.46,227.35,8.15,18.38,0.77,1,-1,-1
5,1,223.96,215.25,52.11,166.11,0.94,1,-1,-1
5,2,331.91,230.94,13.53,31.72,0.88,1,-1,-1
5,3,105.66,224.58,17.00,35.56,0.89,1,-1,-1
5,4,19.78,219.26,16.19,48.91,0.86,1,-1,-1
5,5,277.71,224.44,11.90,31.87,0.88,1,-1,-1
5,6,32.91,220.89,14.88,45.68,0.79,1,-1,-1
5,7,86.67,227.29,7.91,18.24,0.79,1,-1,-1
6,1,220.78,214.29,49.51,149.87,0.97,1,-1,-1
6,2,335.08,230.70,12.45,32.56,0.87,1,-1,-1
6,3,105.77,224.66,16.86,36.36,0.89,1,-1,-1
6,4,19.81,220.34,16.04,48.04,0.87,1,-1,-1
6,5,278.30,224.50,11.31,31.91,0.88,1,-1,-1
6,6,33.10,220.90,14.85,45.54,0.83,1,-1,-1
6,7,87.48,227.72,7.72,18.12,0.72,1,-1,-1
7,1,217.63,211.02,49.54,155.18,0.96,1,-1,-1
7,2,337.97,231.40,11.01,30.13,0.86,1,-1,-1
7,3,106.00,224.77,16.61,35.26,0.88,1,-1,-1
7,4,19.55,220.32,16.23,48.38,0.87,1,-1,-1
7,5,278.88,225.00,11.55,31.41,0.87,1,-1,-1
7,6,33.38,220.74,14.63,46.40,0.81,1,-1,-1
